cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028
2022,Parks - Neighborhood,222,Parks & Recreation,Hidden Trails Neighborhood Park,S00995,2023,2025,Council District: 8; Community Plan: Otay Mesa,2013195,9150000,"This project provides for the acquisition, design, and construction of an approximately 4.0 useable acre neighborhood park serving the Ocean View Hills Community. Amenities may include an open turfed area, children's play area, picnic areas, and other park amenities.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Hidden Trails Subdivision.,346191,1300000,0,5490613,0,0,0
2022,Parks - Neighborhood,223,Parks & Recreation,Jerabek Park Improvements,S20007,,,Council District: 5; Community Plan: Scripps Miramar Ranch,7326399,7326400,"This project provides for the design and construction of accessibility improvements that may include playground renovation, walkway improvements, comfort station upgrades, concession stand upgrades, parking lot upgrades, security lighting, and other accessibility improvements as identified during the design phase.",This project will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,224,Parks & Recreation,John Baca Park,S22004,,,Council District: 7; Community Plan: Linda Vista,142633,4973000,"This project provides for the design and construction of improvements of an existing park. The improvements for this project include the addition of a children's playground, ADA upgrades, new walkways, landscape and irrigation, upgraded security lights, and other improvements as identified during the community input process. Preliminary engineering was performed under P19003 and the project was converted to a standalone project in Fiscal Year 2022.",This project is needed to upgrade existing site conditions and play area facilities to meet current federal and state safety and accessibility regulations.,4830366,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,225,Parks & Recreation,Junipero Serra Museum ADA Improvements,S15034,2023,2024,Council District: 3; Community Plan: Old San Diego,845325,2809787,"This project provides for the design and construction of improvements to provide Americans with Disabilities Act (ADA) access to the Junipero Serra Museum within Presidio Park. The project may include a new parking lot, security lighting, walkways and/or accessible ramps, site furnishings, and landscape enhancements.",The ADA improvements will make the historic Junipero Serra Museum more accessible to park users with disabilities.,264461,500000,1200000,0,0,0,0
2022,Parks - Mini Parks,226,Parks & Recreation,La Paz Mini Park,S11103,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),2602839,2602839,"This project provides for the acquisition, design and construction of approximately 0.46 acres (composed of three separate parcels) of unimproved property. The project will expand useable park acreage in the Southeastern San Diego-Encanto Neighborhoods Community. Improvements will include amenities such as multi-purpose turf areas, a children's play area, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guidelines.,0,0,0,0,0,0,0
2022,Golf Courses,227,Parks & Recreation,MB GC Clbhouse Demo,S01090,,,Council District: 2; Community Plan: Mission Bay Park,7685083,7685084,"This project provides for the demolition of the existing, antiquated practice center and clubhouse buildings, and installation of modular buildings and portables at the Mission Bay Golf Course until such time as the new clubhouse is constructed. One modular building will house the golf operations and retail shop and the other will be a bar and grill element. This project will also include ancillary site improvements including patio area, lighting, shade element, island renovation including replacing two pedestrian bridges, perimeter lighting, and landscaping.","These improvements are necessary to comply with current codes, address maintenance needs, and increase the viability of identifying potential future lessees.",0,0,0,0,0,0,0
2022,Golf Courses,228,Parks & Recreation,MBGC Irrigation & Electrical Upgrades,S11010,2023,2023,Council District: 2; Community Plan: Mission Bay Park,5499999,6000000,"This project provides for the design and construction of various improvements within Mission Bay Golf Course. Work will include demolition, minor grading, drinking fountains, fencing, turf repair, new irrigation systems, and electrical upgrades.","This project is needed to provide the long-awaited improvements to the 18-hole golf course. For example, the new computerized irrigation system will replace a system that is outdated, inefficient, and does not meet current or future water restriction requirements. These improvements will help bring the golf course within industry standards for municipal golf courses.",0,500000,0,0,0,0,0
2022,Parks - Neighborhood,229,Parks & Recreation,McGonigle Canyon Park P-2,RD22000,2024,2024,Council District: 1; Community Plan: Pacific Highlands Ranch,8179628,8992183,"This project provides for the design, and construction of a five usable acre neighborhood park site in the Pacific Highlands Ranch Community Plan area. The park may include turfed multi-purpose sports fields, a children's play area, multi-purpose courts, picnic facilities, walkways, security lighting, landscaping, a comfort station, half-width street improvements for the local roadways adjacent to the park and utilities to serve the park.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within Pacific Highlands Ranch Community.,0,0,812554,0,0,0,0
2022,Bldg - Parks - Recreation/Pool Centers,230,Parks & Recreation,Mira Mesa Community Pk Improvements,L16002,,,Council District: 6; Community Plan: Mira Mesa,40680706,40680707,"This project provides for Phase II improvements at Mira Mesa Community Park. Phase II will include an entry plaza, pool and aquatic center, new basketball courts, playground, public art, and renovation of the existing recreation center.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,0,0,0,0,0,0,0
2022,Golf Courses,231,Parks & Recreation,Mission Bay Golf Course,AEA00003,,,Council District: 2; Community Plan: Balboa Park; Mission Bay Park; University,50000,50000,This annual allocation provides for the replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Mission Bay.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of golf capital assets in order to prevent unanticipated failures.,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,232,Parks & Recreation,Mission Bay Improvements,AGF00004,2023,2027,Council District: 2; Community Plan: Citywide,63017808,162536739,"This annual allocation provides for permanent public capital improvements and deferred maintenance of existing facilities within the Mission Bay Park Improvement Zone in accordance with City Charter, Article V, Section 55.2. The priority projects identified in Section 55.2 include the restoration of navigable waters within Mission Bay Park, wetland expansion and water quality improvements, restoration of shoreline treatments, expansion of endangered or threatened species preserves, completion of bicycle and pedestrian paths, restoration of the seawall bulkhead on Oceanfront Walk, and deferred maintenance on existing facilities.",,65952318,7566612,6500000,6500000,6500000,6500000,0
2022,Parks - Open Space,233,Parks & Recreation,Mohnike Adobe and Barn Restoration,S13008,,,Council District: 6; Community Plan: Los Penasquitos Canyon Preserve,1443026,2852000,"This project provides for the rehabilitation/restoration of the historic adobe and hay barn located within the 14-acre Rancho Penasquitos Equestrian Center on the eastern end of the Los Penasquitos Canyon Preserve. Completion of a site assessment of the current condition of the 2,512 square-foot adobe structure, the hay barn and surrounding grounds shall include the following items: exterior walls, north and west porches, roof, interior walls, ceilings and wood floors, drainage swale on southwest, and accessibility needs to determine Phase II of rehabilitation program. Additionally, a treatment plan and historic structure report are required prior to preparation of Phase II design and construction plans for the rehabilitation due to storm damage which the barn sustained in 2010. Emergency work to shore up the barn, until a rehabilitation/restoration plan can be prepared and implemented, was completed in 2011.","Phase I of a rehabilitation program was completed in 2005, consistent with the historic structures report prepared for the Mohnike Adobe and Hay Barn, by Ferris, Johnson and Perkins Architects, Inc. in 1999. Architectural design and construction plans are required to proceed with Phase II of the project.",1408973,0,0,0,0,0,0
2022,Parks - Community,234,Parks & Recreation,North Chollas CP Improvements,L22004,,,Council District: 4; Community Plan: Mid-City: Eastern Area,977999,978000,"This project provides for the design and construction of improvements at North Chollas Community Park for Phase I & II. Phase 1 will include fencing and lighting for the sports fields, a batting cage/tunnel, cargo storage, a tot lot, a new maintenance/service road, a paved pedestrian plaza, a new pedestrian pathway, a new temporary dog park, new temporary ADA access, and electric vehicle charging stations. Phase 2 will include creek enhancements, extension of road and parking, pedestrian bridges, basketball courts, parking lot and lawn/picnic area, a new north entrance with parking and overlook deck, and retaining walls.",,0,0,0,0,0,0,0
2022,Parks - Mini Parks,235,Parks & Recreation,North Park Mini Park,S10050,2023,2023,Council District: 3; Community Plan: Greater North Park,5012503,5437503,"This project provides for the design and construction of an approximately 0.50 useable acre urban mini-park to be located behind the recently renovated North Park Theatre. The project may include plaza areas, specialty/enhanced paving areas for performances and events, an amphitheater or audience seating area, a gazebo/shade structure, walkways, seat walls, security/decorative lighting, and landscape and irrigation.","The community is currently deficient in population-based park requirements set forth in the City's General Plan. This project will add population-based park acreage to the community, contributing toward the City's population-based park requirements.",0,425000,0,0,0,0,0
2022,Bldg - Parks - Recreation/Pool Centers,236,Parks & Recreation,NTC Aquatic Center,S10000,,,Council District: 2; Community Plan: Peninsula,2067360,10067361,"This project will provide for the planning, design, and construction of a new aquatic facility center at Naval Training Center Park. The proposed facility will include but will not be limited to two competitive and recreational pools, a leisure pool with water playground features, spectator seating deck, bath house facility, and associated site improvements.",This project will contribute to satisfying the recreation facility requirement set forth in the City's General Plan.,8000000,0,0,0,0,0,0
2022,Parks - Community,237,Parks & Recreation,Ocean Air Comfort Station and Park Improvements,S16031,,,Council District: 1; Community Plan: Carmel Valley,2181792,2181793,"This project provides for the design and construction of a comfort station/concession/storage building of approximately 2,700 square feet, two new group picnic areas (six picnic tables each), and two new shade structures.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Shorelines,238,Parks & Recreation,Ocean Beach Pier Improvements,S20011,,,Council District: 2; Community Plan: Ocean Beach,1232905,1232906,"This project includes studies of the existing condition of the pier and analyzes alternatives for the repair, rehabilitation, or replacement of the pier. Additionally, this project provides for the emergency construction to repair two piles of the Ocean Beach Pier to address the immediate damage and to open the full length of the pier.",The project is needed to address the immediate structural damage with the pier that may be safety issues to the public.,0,0,0,0,0,0,0
2022,Parks - Shorelines,239,Parks & Recreation,Ocean Beach Pier Replacement,L22001,,,Council District: 2; Community Plan: Ocean Beach,8250000,8250000,The project provides for the design and construction of a new pier in Ocean Beach. It will also include the demolition of the existing pier.,The project is needed to address structural issues with the pier as it reaches the end of its useful life.,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,240,Parks & Recreation,Olive Grove Community Park ADA Improve,S15028,2023,2023,Council District: 6; Community Plan: Clairemont Mesa,1721865,5021866,"This project provides for the design and construction of Americans with Disabilities Act (ADA) improvements to the existing comfort station, children's play areas, repaving of basketball courts and parking lot, new trash enclosure, and associated paths of travel to comply with federal and State accessibility requirements.","This project is needed to upgrade the existing comfort station, new children's play areas, and associated paths of travel to comply with federal and state accessibility requirements.",0,3300000,0,0,0,0,0
2022,Parks - Mini Parks,241,Parks & Recreation,Olive St Park Acquisition and Development,S10051,,,Council District: 3; Community Plan: Uptown,5171584,5171585,"This project provides for the acquisition, design, and construction of approximately 0.36 acres of unimproved property contiguous with the south end of the existing Olive Street Park. The project will expand useable park acreage in the Uptown Community. Amenities will include multi-purpose turf areas, adult exercise area, children's play area, AIDS Memorial, overlook deck, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guidelines.,0,0,0,0,0,0,0
2022,Bldg - Parks - Recreation/Pool Centers,242,Parks & Recreation,Park de la Cruz Community Ctr & Gym Bldg,S16059,,,Council District: 9; Community Plan: Mid-City: City Heights,10353668,10353669,"This project provides for the design and construction of tenant improvements and accessibility to of the former Copley YMCA, which will now be known as the Park de la Cruz Community Center and Gym Building. The community center will house the Therapeutic Recreation Services Program. Existing staff from Community Parks II Division and Therapeutic Recreation Services will operate and maintain the new Park de la Cruz Community Center and Gymnasium.",This project will provide an additional recreational use to serve residents in this park-deficient community and will create a new one-stop facility for the Therapeutic Recreation Services Program,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,243,Parks & Recreation,Park Improvements,AGF00007,2023,2024,Council District: Citywide; Community Plan: Citywide,25719659,498723372,"This annual allocation provides for the handling of all improvements to community parks, mini parks, neighborhood parks, and miscellaneous parks. Improvements include playground upgrades, accessibility improvements, lighting upgrades, and other improvements to existing parks.",This annual allocation provides improvements to existing parks that are required to meet regulations and community needs.,450408309,21845403,750000,0,0,0,0
2022,Parks - Community,244,Parks & Recreation,Rancho Bernardo CP Improvements,L20000,2023,2023,Council District: 5; Community Plan: Rancho Bernardo,2244761,2994762,"Phase I of this project will provide for the design and construction of sports field lighting at the Rancho Bernardo Community Park. Phase II will include parking lot accessibility improvements, including improvements leading to and in the dog off-leash area. Phase III of this project will provide for the design and construction of tennis courts at the Rancho Bernardo Community Park. Additional phases may include a skatepark, new playground, and pickleball and tennis courts, dependent upon General Development Plan amendment.",This project is needed to expand the hours of facility use and its capacity to serve the community's residential growth.,0,750000,0,0,0,0,0
2022,Parks - Neighborhood,245,Parks & Recreation,Rancho Mission Canyon Park Upgrades,S15004,,,Council District: 7; Community Plan: Navajo,2404694,2404695,This project provides for the design and construction of upgrades to the existing children's play area and associated paths of travel within the Rancho Mission Neighborhood Park to comply with the Americans with Disabilities Act (ADA) upgrades and improvements to comply with State and federal safety and accessibility guidelines.,This project will allow for an upgraded play area as well as accessible paths of travel to meet current State and federal safety and accessibility guidelines within the Rancho Mission Neighborhood Park play area upgrade.,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,246,Parks & Recreation,Regional Park Improvements,AGF00005,2024,2027,Council District: Citywide; Community Plan: Citywide,7106373,140560405,"This annual allocation provides funding for planning and implementation of permanent public capital improvements, including land acquisitions for San Diego regional parks.","San Diego's regional park system contains recreation resources unique to the City. Parks such as Balboa Park, Chicano Park, Chollas Creek, Chollas Lake, Mission Bay Park, Mission Trails Regional Park, Otay River Valley Park, Presidio Park, and San Diego River Park, as well as open space parks, coastal beaches, and contiguous coastal parks. These areas help define the City's identity, enrich the quality of life for residents, and serve as visitor attractions that strengthen the local economy. These regional treasures are threatened by increasing use and a backlog of needed improvements.",131204032,0,750000,500000,500000,500000,0
2022,Parks - Resource Based,247,Parks & Recreation,Resource-Based Open Space Parks,AGE00001,2023,2023,Council District: Citywide; Community Plan: Citywide,2434144,9993925,"This annual allocation provides for developing public facilities within the City's resource-based open space parks, including Black Mountain Open Space Natural Park, Los Penasquitos Canyon Preserve, Mission Trails Regional Park, Marian Bear Memorial Park, Tecolote Canyon Natural Park, Otay Valley Regional Park, and Rose Canyon. Other open space systems may be included as additional acquisitions are completed.","The City's open space acquisitions have resulted in increased interest by citizens, elected representatives, and government agencies in commencing development of open space public facilities, which are consistent with open space concepts such as trails, signs, historic site improvements, picnic facilities, and entry points.",6409780,1150000,0,0,0,0,0
2022,Parks - Neighborhood,248,Parks & Recreation,Riviera Del Sol Neighborhood Park,S00999,,,Council District: 8; Community Plan: Otay Mesa,9570837,9570838,"This project provides for land acquisition and development of a 4.9 useable acre neighborhood park at a site located in the Riviera del Sol Subdivision. Improvements include open lawn areas, basketball court, picnic areas, playgrounds, fitness stations, security lighting, picnic shelters, restroom building, site furnishings, and other park amenities.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa community.,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,249,Parks & Recreation,Rolando Joint Use Facility Development,S15029,,,Council District: 4; Community Plan: Mid-City: Eastern Area,1219999,1220000,This project provides for the design and construction of a joint-use facility at Rolando Park Elementary School consisting of East and West fields.,This project will contribute to satisfying population-based park acreage requirements as a park equivalency as set forth in the City's General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,250,Parks & Recreation,Sage Canyon NP Concession Bldg-Develop,S16035,,,Council District: 1; Community Plan: Carmel Valley,2010499,2010500,This project provides for the design and construction of a new concession building and the associated ADA improvements within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,251,Parks & Recreation,Salk Neighborhood Park & Joint Use Devel,S14007,,,Council District: 6; Community Plan: Mira Mesa,11287278,11287278,"This project provides for recreation improvements on 4.1 useable park acres and 2.0 useable joint-use acres at the Salk Elementary School within the Mira Mesa Community. Improvements may include a comfort station, turfed multi-purpose fields, and other park amenities as determined through a community input process.","This project is mitigation for the development of Salk Elementary School pursuant to an approved Memorandum of Understanding between the City of San Diego and the San Diego Unified School District dated October 5, 2009, and will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.",0,0,0,0,0,0,0
2022,Parks - Neighborhood,252,Parks & Recreation,Solana Highlands NP-Comfort Station Development,S16032,,,Council District: 1; Community Plan: Carmel Valley,2490999,2491000,This project provides for the design and construction of a new 350 square foot comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Mini Parks,253,Parks & Recreation,Southeastern Mini Park Improvements,L16000,,,Council District: 8; Community Plan: Southeastern San Diego,8198151,8198152,"This project provides for the design and replacement of playground equipment, paths of travel, picnic tables, and benches at four mini parks (Island Avenue, Clay Avenue, J Street, and Gamma Mini Park which was formerly S15032 Gamma Street Mini-Park ADA Improvements) to make each Americans with Disabilities Act (ADA) accessible.",The improvements are necessary to meet accessibility standards.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,254,Parks & Recreation,Southwest Neighborhood Park,S22002,,,Council District: 8; Community Plan: Otay Mesa - Nestor,1274301,1274301,"This project provides for the design and construction of a 11.53-acre neighborhood park. Park amenities may include multi-sports field (lighted), multi-purpose courts, picnic area shelter, parking lots, comfort station, and security lighting. Preliminary Engineering was completed under P18010 and the project was converted to a standalone in Fiscal Year 2022.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa Nestor community.,0,0,0,0,0,0,0
2022,Parks - Open Space,255,Parks & Recreation,Sunset Cliffs Natural Pk Hillside Imp Preserv Phas,L16001,,,Council District: 2; Community Plan: Peninsula,4502725,4502726,"This project will complete improvements to the Sunset Cliffs Natural Park, Hillside Park which is considered as one of the unique coastal environments in San Diego County. Phase I includes the re-vegetation of an area of the Dixon Estate structures within the Sunset Cliffs Natural Park as well as the implementation of a trail and removal of exotic non-native plants as per the community master plan. Phase II includes the re-vegetation of the remainder of Sunset Cliffs Natural Park excluding the area where the existing Ladera Street and Lomaland Drive houses are located, the construction of a trail system, observation points, pedestrian bridge, interpretive signs, re-contouring of the old ball field, and additional removal of exotic non-native plants.","This project is needed to preserve and enhance the Sunset Cliffs Natural Park, one of the unique coastal environments in San Diego County. The project begins the implementation of the Sunset Cliffs Natural Park Master Plan which was approved in 2005.",0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,256,Parks & Recreation,Sunset Cliffs Park Drainage Improvements,L14005,2023,2027,Council District: 2; Community Plan: Peninsula,2138657,7802287,"This project provides for drainage improvements at Sunset Cliffs Natural Park, Hillside section, including the removal of existing houses located on parkland, restoration of natural areas to allow water percolation, and installation of site appropriate drainage devices. Phase I includes the removal of four existing homes located in the Sunset Cliffs Natural Park, the restoration and re-vegetation of these areas, ADA parking, and the inclusion of trails and lookouts per the community master plan. Phase II includes the evaluation of the drainage within the Sunset Cliffs Natural Park and the implementation of a complete drainage system.",This project will preserve and protect the coastal bluffs at Sunset Cliffs Natural Park from storm water runoff and soil erosion.,2968630,1095000,0,0,800000,800000,0
2022,Parks - Miscellaneous Parks,257,Parks & Recreation,Taft Joint Use Facility Development,S15026,,,Council District: 7; Community Plan: Serra Mesa,3454599,3454600,This project provides for the design and construction of a joint-use facility at Taft Middle School.,"This project will contribute towards satisfying population-based park acreage requirements as a park equivalency, as set forth in the City's General Plan to serve residents in this park-deficient community.",0,0,0,0,0,0,0
2022,Trans - Roadway - Enhance/Scape/Medians,258,Parks & Recreation,Talmadge Traffic Calming Infrastructure,S17001,,,Council District: 9; Community Plan: Mid-City: Kensington # Talmadge,329999,330000,"This project provides for the design, installation, and/or modifications to street infrastructure for traffic calming purposes within the Talmadge Maintenance Assessment District (MAD) boundaries at the intersection of Contour Boulevard/Madison Avenue and 51st Street.",The Talmadge MAD Community Advisory group discussed and approved a request for streetscape improvements and traffic calming modifications.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,259,Parks & Recreation,Torrey Highlands NP Upgrades,S16036,,,Council District: 1; Community Plan: Carmel Valley,1718400,1718401,"This project provides for the design and construction of an approximately 0.5- acre additional parking area, landscaping, Americans with Disabilities Act (ADA) improvements to the existing comfort station, associated paths of travel to comply with federal and State accessibility requirements, and one new shade structure with four benches.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Trails,260,Parks & Recreation,Torrey Highlands Trail System,RD21003,,,Council District: 5; Community Plan: Torrey Highlands,39290,39290,"The Torrey Highlands Trail system consists of approximately 50,300 lineal feet (9.5 miles) of bicycle, hiking, and equestrian trails to be located throughout the community in accordance with the Torrey Highlands Subarea Plan. There are 3,400 linear feet of unpaved trails to be completed. This project will consist of the construction of approximately 1,200 linear feet of 4-foot wide decomposed granite trails along Camino Del Sur and Carmel Mountain Road, and approximately 700 linear feet of 6-foot wide decomposed granite trail connecting Camino Del Sur to the Del Mar Mesa and Darkwood Canyon trail system.",This project implements the Torrey Highlands Subarea Plan.,0,0,0,0,0,0,0
2022,Golf Courses,261,Parks & Recreation,Torrey Pines GC Clubhouse & Maintenance,S23005,2023,2023,Council District: 1; Community Plan: Torrey Pines,0,2000000,New clubhouse and maintenance facility at Torrey Pines Golf Course. The project will consist of the demolition of the current clubhouse and maintenance building.,"The current clubhouse experienced structural damage that required emergency action and it is necessary to replace the building before it becomes a liability to the City. The maintenance facility is not of adequate size to house all the equipment necessary to maintain the property. Torrey Pines Golf Course hosts major national championships and is currently bidding to be a future site of the U.S. Open Golf Championship. The enhancement of the property would not only improve the chances to host another U.S. Open but would be a benefit to the annual PGA Tour event hosted at Torrey Pines Golf Course, the Farmers Insurance Open.",0,2000000,0,0,0,0,0
2022,Golf Courses,262,Parks & Recreation,Torrey Pines Golf Course,AEA00001,,,Council District: 1; Community Plan: Balboa Park; Mission Bay Park; University,4409999,4410000,This annual allocation provides for the unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Torrey Pines.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of unanticipated failure of golf capital assets.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,263,Parks & Recreation,Villa Monserate Neighborhood Park Upgrades,S16048,,,Council District: 7; Community Plan: Tierrasanta,1670102,1670103,This project provides for the design and construction of an expansion to the existing park by upgrading the two children's play areas and associated path of travel to meet accessibility requirements and providing a picnic shelter to expand the park use.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,264,Parks & Recreation,Wangenheim Joint Use Facility,S15007,,,Council District: 6; Community Plan: Mira Mesa,9517666,9517667,"This project provides for the design and construction to expand the existing joint use facility by approximately 4.0 acres at Wangenheim Middle School to supplement existing park acreage in the Mira Mesa community. Joint use improvements include multi- use sports fields, multi-purpose courts, comfort station, walkways, landscaping, parking, sports field lighting, and improvements to comply with accessibility guidelines.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,265,Parks & Recreation,Wightman Street Neighborhood Park,S00767,,,Council District: 9; Community Plan: Mid-City: City Heights,3530778,3530779,"This project provides for the design and development of Wightman Street Neighborhood Park on 0.9 acres of parkland. The park development will also include the implementation of the Chollas Creek Enhancement Program for Auburn Creek which is located on site. Amenities will include two half-court basketball courts, children's playground, turfed areas, and natural vegetation.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,0,0,0,0,0,0,0
2022,Bldg - Pub Safety - Police Fac / Struct,275,Police,Police Range Refurbishment Phase II,S18005,,,Council District: 9; Community Plan: Mid-City: City Heights,11999999,17800000,"This project includes the demolition of the dilapidated bullet back stops, removal of lead contaminated soil berms, installation of new bullet recovery systems, and other needed improvements throughout the facility.",This project will enhance safety and provide usability as a training academy for the San Diego Police Department and multiple enforcement agencies. This project also allows for the facility to be open to the public through the Revolver Club.,5800000,0,0,0,0,0,0
2022,Water - Distribution Sys - Transmission,287,Public Utilities,30th Street Pipeline Replacement,S12010,,,Council District: 3 8; Community Plan: Priority Category: Medium,33503591,33503592,"This project will replace approximately 5.11 miles of existing cast iron mains from Polk Avenue to Commercial Street. Also, it will update the transmission and distribution system in the University Heights (390 Zone) to meet its current and future needs.","This project will replace the cast iron pipe, provide supply reliability to the south end of the 390 Zone and improve water quality.",0,0,0,0,0,0,0
2022,Bldg - Water - Pump Stations,288,Public Utilities,69th & Mohawk Pump Station,S12011,2023,2023,Council District: 4 9; Community Plan: College Area; Mid-City: Eastern Area,15588593,16838594,This project will construct a new pump station at the corner of 69th Street and Mohawk Street. The new pump station will feed the 645 Redwood Village Pressure Zone.,This project will replace the existing 40-year-old Montezuma Pump Station for Redwood Village which is reaching the end of its lifecycle.,0,1250000,0,0,0,0,0
2022,Bldg - Other City Facility / Structures,289,Public Utilities,Advanced Metering Infrastructure,S17008,2023,2025,Council District: Citywide; Community Plan: Citywide,73996100,126535325,"This project deploys Advanced Metering Infrastructure (AMI) technology to approximately 280,000 water meters citywide. The AMI technology allows water meters to be read electronically rather than by direct visual inspection by field staff, which improves the accuracy of the meter reads. AMI offers several benefits, including mitigating human error in meter readings, automatically detecting leaks, and allowing customers to monitor their own hourly water consumption. This enhances customer service and assists customers with water conservation. This project also helps to implement the City's Climate Action Plan.","This project streamlines the collection of water meter information, provides near real time data, assists with promptly solving water usage and billing questions and provides customers with a tool to conserve and manage their water consumption.",0,17844981,22276782,12417461,0,0,0
2022,Water - Distribution Sys - Transmission,290,Public Utilities,Alvarado 2nd Extension Pipeline,S12013,2023,2028,Council District: 2 7; Community Plan: Mission Valley; Mission Bay Park; Linda Vista,16724241,125000000,"The Alvarado 2nd Extension Pipeline project is proposing to build a new 48-inch and a 24-inch main, extending the existing Alvarado 2nd Pipeline westerly, connecting to the new 20-inch Pacific Beach Pipeline along West Mission Bay Dr. (approx. 6.42 miles). A 536 to 390 HGL Pressure Reducing Station (PRS) will be built along the new 30-inch pipeline at the Friars Rd. and Napa St. intersection. This project includes the replacement of all parallel 16- inch AC water mains. The AC mains run along Friars Rd. between Morena Blvd. and East of Mission Center Rd. (approx. 3.90 miles). Total length of this project is approximately 10.32 miles.","This project was driven by the need to provide redundant transmission to the coastal zones of La Jolla and Pacific Beach for supply reliability. The proposed Alvarado 2nd Pipeline Extension will be the main feed to Pacific Beach Zones. With the new pipeline feeding from the Alvarado Water Treatment Plant (WTP), the San Diego County Water Authority (CWA) treated water intake at San Diego Connection #11, which currently feeds those zones will be greatly reduced. This will also provide supply flexibility between the Alvarado and Miramar WTP Service Areas.",0,35500000,240000,35000000,32000000,4535758,1000000
2022,Bldg - MWWD - Laboratories,291,Public Utilities,Alvarado Laboratory Improvements,L22000,2023,2027,Council District: 7; Community Plan: Navajo,299999,91200000,"This project will renovate Alvarado Laboratory to meet State of CA Environmental Laboratory Accreditation Program (ELAP) standards. Phase 1 includes the construction of a new lab building to increase footprint capacity from 52,595 to 73,115 square feet. New lab spaces shall create an 'open design concept' to increase opportunities for communication and collaboration to house the City's drinking water and wastewater chemistry and biology labs. In addition, new space capacity will also accommodate Industrial Wastewater Control Program and Water Systems Operation (WSO) Division staff at Alvarado. Phase 2 includes the improvement and retrofitting of the existing lab building and relocation of employees from the existing lab to the new building. In Fiscal Year 2022, this project was converted from standalone project S22000 to an L-project.","ELAP standards are required to be met for the labs to analyze samples for multiple regulatory programs; failure to meet these standards could jeopardize laboratory certifications, effectively preventing the laboratories from conducting permit-required analyses. Lab testing groups can be reorganized to share common equipment, thus reducing needs for additional lab equipment. Labs shall have independently functioning climate control systems to minimize possibility of contamination from other lab systems.",0,5855000,7136000,10000000,26169000,41740000,0
