cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2022,year_2023,year_2024,year_2025,year_2026,year_2027
2021,Parks - Community,181,Parks & Recreation,Chollas Lake Improvements,L18001,,,Council District: 4; Community Plan: Mid-City: Eastern Area,849999,5550000,"This project will be implemented in phases for improvements such as providing electricity to a newly installed ranger station, adding security lights to the parking lot and comfort station, enhancing the youth fishing programs by improving the health of the aquatic environment for fish and other wildlife, accessibility upgrades, and other park improvements. Phase 1 of the project is to provide electrical service to the park which will allow extended use of the park and provide a higher level of security. Future phases will include accessibility upgrades and other park improvements.","Currently, the facilities at Chollas Lake Park do not have electricity. Providing electrical service to Chollas Lake Park will expand the use of the park by allowing new park programs to be developed and offered to the community. Electrical service will also enhance security within the park by providing the opportunity to install security lighting and supply the park rangers with additional resources to enhance their patrol duties.",4700000,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,182,Parks & Recreation,Coastal Erosion and Access,AGF00006,2022,2022,Council District: Citywide; Community Plan: Citywide,4524441,6656389,"This annual allocation provides funding for coastal infrastructure improvements at 71 sites, from Sunset Cliffs Park to Torrey Pines State Beach, which were identified and prioritized in a 2003 Coastal Erosion Assessment Survey. High priority sites are those that present potential public hazards.",This project provides improvements to coastal erosion sites that present potential public hazards.,0,2131947,0,0,0,0,0
2021,Parks - Neighborhood,183,Parks & Recreation,Dennery Ranch Neighborhood Park,S00636,2022,2027,Council District: 8; Community Plan: Otay Mesa,690903,21599999,"This project provides for the acquisition, design, and construction of a nine useable acre park site in the Otay Mesa Community Plan and the Dennery Ranch Precise Plan areas. The park may include a multi-purpose court, multi-purpose sports fields, comfort station, children's play area, picnic area and facilities, open turf area, staging area, and trail with connectivity to the Otay Valley Regional Park.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Dennery Ranch Subdivision.,8203802,5000000,0,0,0,0,7705294
2021,Parks - Miscellaneous Parks,184,Parks & Recreation,East Village Green Phase 1,S16012,,,Council District: 3; Community Plan: Centre City - East Village,51220251,51220252,"This project provides for the design and construction for Phase 1 of the East Village Green Park. Phase 1 park amenities could include a recreation center, comfort station, below-grade parking, an off-leash dog park, children's play area, outdoor seating, and landscaping.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2021,Bldg - Other City Facility / Structures,185,Parks & Recreation,EB Scripps Pk Comfort Station Replacement,S15035,2022,2022,Council District: 1; Community Plan: La Jolla,5318469,5718469,This project provides for the design and construction of a replacement comfort station located in Ellen Browning Scripps Park adjacent to La Jolla Cove. The project also includes the demolition of the existing comfort station and installation of associated path of travel improvements.,The existing comfort station was constructed in the 1960s and has reached the end of its useful life. The salt air from the ocean has accelerated the deterioration of the metal structural components within the building. This project corresponds with Project P-22 of the La Jolla Public Facilities Financing Plan.,200000,200000,0,0,0,0,0
2021,Parks - Community,186,Parks & Recreation,Egger,,,,Council District: 8; Community Plan: Otay Mesa - Nestor,2730143,4533999,This project provides for the design and construction of Americans with Disabilities Act (ADA) improvements for the children's play areas and paths of travel at Robert Egger/South Bay Community Park to comply with accessibility requirements.,The project is needed to provide Americans with Disabilities Act improvements to meet federal and State safety and accessibility regulations and will serve the needs of existing and future residents.,1803855,0,0,0,0,0,0
2021,Parks - Open Space,187,Parks & Recreation,El Cuervo Adobe Improvements,S14006,,,Council District: 6; Community Plan: Rancho Penasquitos,605999,606000,This project provides for the analysis of drainage and environmental conditions and provides interpretive signage of the El Cuervo Adobe wall ruins.,"The El Cuervo Adobe Ruins site has been designated as historic by the City Historic Site Board, California Historic Resources Inventory, and the National Register of Historic Places. Only two of the original structural adobe walls remained until a portion of one wall (the north wall) collapsed in December 2011. This project will protect the historic resource consistent with National Park Service Standards and San Diego Municipal Code Section 143.0205(f).",0,0,0,0,0,0,0
2021,Parks - Neighborhood,188,Parks & Recreation,Fairbrook Neighborhood Park Development,S01083,,,Council District: 5; Community Plan: Scripps Miramar Ranch,6011280,6011280,"This project provides for development of an approximately three-acre neighborhood park south of Pomerado Road in the Scripps Miramar Ranch area. Rough grading, adjacent half-width street improvements, and utilities to serve the park were provided by a developer per the Vesting Tentative Map (VTM) conditions.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Fairbrook Subdivision.,0,0,0,0,0,0,0
2021,Drainage - Channels,189,Parks & Recreation,Famosa Slough Salt Marsh Creation,S00605,,,Council District: 2; Community Plan: Peninsula,556397,556397,"The 0.64-acre mitigation project in Famosa Slough is required by the Army Corps of Engineers, Coastal Commission, and California Department of Fish and Game permits and agreements. The mitigation is a required component of the Transportation and Storm Water Department's channel clearing efforts to prevent flooding in the Sorrento Valley area, and restoration of this site will enhance the functions and values of this important biological resource consistent with a variety of City policies and objectives.","The 0.64-acre mitigation project in Famosa Slough is required by the Army Corps of Engineers, Coastal Commission, and California Department of Fish and Game permits and agreements. The Famosa Slough was chosen as the mitigation site because opportunities for coastal salt marsh mitigation in the Los Penasquitos Lagoon have been exhausted. This option utilizes an available, City-owned site within the Coastal Zone and is consistent with the 1993 Famosa Slough Enhancement Plan.",0,0,0,0,0,0,0
2021,Trans - Bicycle Facilities (All Class.),190,Parks & Recreation,Golf Course Drive Improvements,S15040,2022,2022,Council District: 3; Community Plan: Balboa Park,1532084,6499999,This project provides for the design and construction of a paved pedestrian pathway and bike facility along Golf Course Drive.,"This project will provide needed pedestrian/bike access along Golf Course Drive, connecting the existing Golden Hill Recreation Center to 28th Street.",4894614,73301,0,0,0,0,0
2021,Parks - Miscellaneous Parks,191,Parks & Recreation,Hickman Fields Athletic Area,S00751,2022,2022,Council District: 6; Community Plan: Kearny Mesa; Serra Mesa; Clairemont Mesa,7971531,10566319,"This project scope of work includes multipurpose fields, irrigation upgrades, security lighting, a multi-use aquatic complex, pedestrian and vehicular circulation, parking and lighting, children’s play areas, and comfort stations/concession stands on a 44-acre athletic area to serve residents within the Kearny Mesa, Clairemont Mesa, and Serra Mesa Communities. Improvements shall be in compliance with federal, State, and local accessibility guidelines and regulations. This project will be phased as funding becomes available. Phase I includes: Americans with Disabilities Act (ADA) improvements, street improvements, comfort station, and parking area.","This project provides park and recreational facilities to serve the needs of existing and proposed residents within the Kearny Mesa, Clairemont Mesa, and Serra Mesa Communities in accordance with the City's General Plan guidelines.",1000000,1594787,0,0,0,0,0
2021,Parks - Neighborhood,192,Parks & Recreation,Hidden Trails Neighborhood Park,S00995,2022,2027,Council District: 8; Community Plan: Otay Mesa,1533195,7503809,"This project provides for the acquisition, design, and construction of an approximately 4.0 useable acre neighborhood park serving the Ocean View Hills Community. Amenities may include an open turfed area, children's play area, picnic areas, and other park amenities.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Hidden Trails Subdivision.,0,480000,0,0,0,0,5490613
2021,Parks - Trails,193,Parks & Recreation,Hiking & Equestrian Trail NP #10,S00722,,,Council District: 1; Community Plan: Carmel Valley,620599,620600,"This project provides for a multi-use trail connection from Del Mar Mesa to Carmel Valley, beginning at Carmel Country Road and traveling south between Carmel Valley Neighborhood #10 on the west and Del Mar Mesa on the east, terminating at an entrance into Los Penasquitos Canyon Preserve just south of Carmel Mountain bridge.","The construction of the identified trails or trail connections will contribute to the completion of connectivity with the existing City and regional trail system, providing benefits to the community, including increased recreational opportunities, protection of sensitive natural resources, and alternate transportation opportunities to residents and visitors.",0,0,0,0,0,0,0
2021,Parks - Neighborhood,194,Parks & Recreation,Jerabek Park Improvements,S20007,,,Council District: 5; Community Plan: Scripps Miramar Ranch,4064450,4714000,"This project provides for the design and construction of accessibility improvements that may include playground renovation, walkway improvements, comfort station upgrades, concession stand upgrades, parking lot upgrades, and other accessibility improvements as identified during the design phase.",This project will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.,649549,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,195,Parks & Recreation,Junipero Serra Museum ADA Improvements,S15034,,,Council District: 3; Community Plan: Old San Diego,845325,2529787,"This project provides for the design and construction of improvements to provide Americans with Disabilities Act (ADA) access to the Junipero Serra Museum within Presidio Park. The project may include a new parking lot, security lighting, walkways and/or accessible ramps, site furnishings, and landscape enhancements.",The ADA improvements will make the historic Junipero Serra Museum more accessible to park users with disabilities.,1684461,0,0,0,0,0,0
2021,Parks - Mini Parks,196,Parks & Recreation,La Paz Mini Park,S11103,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),2602839,2602839,"This project provides for the acquisition, design and construction of approximately 0.46 acres (composed of three separate parcels) of unimproved property. The project will expand useable park acreage in the Southeastern San Diego-Encanto Neighborhoods Community. Improvements will include amenities such as multi-purpose turf areas, a children's play area, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guidelines.,0,0,0,0,0,0,0
2021,Golf Courses,197,Parks & Recreation,MB GC Clbhouse Demo,S01090,2022,2022,Council District: 2; Community Plan: Mission Bay Park,7399999,8400000,"This project provides for the demolition of the existing, antiquated practice center and clubhouse buildings, and installation of modular buildings and portables at the Mission Bay Golf Course until such time as the new clubhouse is constructed. One modular building will house the golf operations and retail shop and the other will be a bar and grill element. This project will also include ancillary site improvements including patio area, lighting, shade element, island renovation including replacing two pedestrian bridges, perimeter lighting, and landscaping.",,0,1000000,0,0,0,0,0
2021,Golf Courses,198,Parks & Recreation,MBGC Irrigation & Electrical Upgrades,S11010,2022,2022,Council District: 2; Community Plan: Mission Bay Park,4459999,5460000,"This project provides for the design and construction of various improvements within Mission Bay Golf Course. Work will include demolition, minor grading, drinking fountains, fencing, turf repair, new irrigation systems, and electrical upgrades.","This project is needed to provide the long-awaited improvements to the 18- hole golf course. For example, the new computerized irrigation system will replace a system that is outdated, inefficient, and does not meet current or future water restriction requirements. These improvements will help bring the golf course within industry standards for municipal golf courses.",0,1000000,0,0,0,0,0
2021,Bldg - Parks - Recreation/Pool Centers,199,Parks & Recreation,Mira Mesa Community Pk Improvements,L16002,,,Council District: 6; Community Plan: Mira Mesa,21790707,32791161,"This project provides for Phase II improvements at Mira Mesa Community Park. Phase II will include an entry plaza, pool and aquatic center, new basketball courts, playground, public art, and renovation of the existing recreation center.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,11000454,0,0,0,0,0,0
2021,Golf Courses,200,Parks & Recreation,Mission Bay Golf Course,AEA00003,,,Council District: 2; Community Plan: Balboa Park; Mission Bay Park; University,50000,50000,This annual allocation provides for the replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Mission Bay.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of golf capital assets in order to prevent unanticipated failures.,0,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,201,Parks & Recreation,Mission Bay Improvements,AGF00004,2022,2026,Council District: 2; Community Plan: Citywide,61986362,88041432,"This annual allocation provides for permanent public capital improvements and deferred maintenance of existing facilities within the Mission Bay Park Improvement Zone in accordance with City Charter, Article V, Section 55.2. The priority projects identified in Section 55.2 include the restoration of navigable waters within Mission Bay Park, wetland expansion and water quality improvements, restoration of shoreline treatments, expansion of endangered or threatened species preserves, completion of bicycle and pedestrian paths, restoration of the seawall bulkhead on Oceanfront Walk, and deferred maintenance on existing facilities.",,0,55070,6500000,6500000,6500000,6500000,0
2021,Parks - Open Space,202,Parks & Recreation,Mohnike Adobe and Barn Restoration,S13008,,,Council District: 6; Community Plan: Los Penasquitos Canyon Preserve,1113026,2697000,"This project provides for the rehabilitation/restoration of the historic adobe and hay barn located within the 14-acre Rancho Penasquitos Equestrian Center on the eastern end of the Los Penasquitos Canyon Preserve. Completion of a site assessment of the current condition of the 2,512 square-foot adobe structure, the hay barn and surrounding grounds shall include the following items: exterior walls, north and west porches, roof, interior walls, ceilings and wood floors, drainage swale on southwest, and accessibility needs to determine Phase II of rehabilitation program. Additionally, a treatment plan and historic structure report are required prior to preparation of Phase II design and construction plans for the rehabilitation due to storm damage which the barn sustained in 2010. Emergency work to shore up the barn, until a rehabilitation/restoration plan can be prepared and implemented, was completed in 2011.",,1583973,0,0,0,0,0,0
2021,Parks - Mini Parks,203,Parks & Recreation,North Park Mini Park,S10050,2022,2022,Council District: 3; Community Plan: Greater North Park,4837018,5012503,"This project provides for the design and construction of an approximately 0.50 useable acre urban mini park to be located behind the recently renovated North Park Theatre. The project may include plaza areas, specialty/enhanced paving areas for performances and events, an amphitheater or audience seating area, a gazebo/shade structure, walkways, seat walls, security/decorative lighting, and landscape and irrigation.","The community is currently deficient in population-based park requirements set forth in the City's General Plan. This project will add population-based park acreage to the community, contributing toward the City's population-based park requirements.",0,175485,0,0,0,0,0
2021,Bldg - Parks - Recreation/Pool Centers,204,Parks & Recreation,NTC Aquatic Center,S10000,2022,2022,Council District: 2; Community Plan: Peninsula,1486725,9486726,"This project will provide for the planning and design of a new aquatic facility center at Naval Training Center Park. The proposed facility will include but will not be limited to two competitive and recreational pools, a leisure pool with water playground features, spectator seating deck, bath house facility, and associated site improvements.",This project will contribute to satisfying the recreation facility requirement set forth in the City's General Plan.,7419365,580635,0,0,0,0,0
2021,Parks - Community,205,Parks & Recreation,Ocean Air Comfort Station and Park Improvements,S16031,,,Council District: 1; Community Plan: Carmel Valley,2181792,2181793,"This project provides for the design and construction of a comfort station/concession/storage building of approximately 2,700 square feet, two new group picnic areas (six picnic tables each), and two new shade structures.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2021,Parks - Shorelines,206,Parks & Recreation,Ocean Beach Pier Improvements,S20011,,,Council District: 2; Community Plan: Ocean Beach,882906,2700000,"This project provides bridging documents for the long-term repair option of deteriorated structural elements of the Ocean Beach Pier. This project also provides emergency construction to repair two piles following the significant wave event during an extremely high tide that occurred in January of 2021. The impacted piles were identified, and a work plan is in place to address the immediate damage to open the full length of the pier.",The project is needed to address structural issues with the pier that may be safety issues to the public.,1817094,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,207,Parks & Recreation,Olive Grove Community Park ADA Improve,S15028,,,Council District: 6; Community Plan: Clairemont Mesa,622496,3721866,"This project provides for the design and construction of Americans with Disabilities Act (ADA) improvements to the existing comfort station, children's play areas, repaving of basketball courts and parking lot, new trash enclosure, and associated paths of travel to comply with federal and State accessibility requirements.","This project is needed to upgrade the existing comfort station, new children's play areas, and associated paths of travel to comply with federal and state accessibility requirements.",3099369,0,0,0,0,0,0
2021,Parks - Mini Parks,208,Parks & Recreation,Olive St Park Acquisition and Development,S10051,,,Council District: 3; Community Plan: Uptown,5171584,5171585,"This project provides for the acquisition, design, and construction of approximately 0.36 acres of unimproved property contiguous with the south end of the existing Olive Street Park. The project will expand useable park acreage in the Uptown Community. Amenities will include multi-purpose turf areas, adult exercise area, children's play area, AIDS Memorial, overlook deck, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guidelines.,0,0,0,0,0,0,0
2021,Bldg - Parks - Recreation/Pool Centers,209,Parks & Recreation,Park de la Cruz Community Ctr & Gym Bldg,S16059,,,Council District: 9; Community Plan: Mid-City: City Heights,10353668,10353669,"This project provides for the design and construction of tenant improvements and accessibility to of the former Copley YMCA, which will now be known as the Park de la Cruz Community Center and Gym Building. The community center will house the Therapeutic Recreation Services Program. Existing staff from Community Parks II Division and Therapeutic Recreation Services will operate and maintain the new Park de la Cruz Community Center and Gymnasium.",This project will provide an additional recreational use to serve residents in this park-deficient community and will create a new one-stop facility for the Therapeutic Recreation Services Program,0,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,210,Parks & Recreation,Park Improvements,AGF00007,2022,2022,Council District: Citywide; Community Plan: Citywide,14899653,21402539,"This annual allocation provides for the handling of all improvements to community parks, mini parks, neighborhood parks, and miscellaneous parks. Improvements include playground upgrades, accessibility improvements, lighting upgrades, and other improvements to existing parks.",This annual allocation provides improvements to existing parks that are required to meet regulations and community needs.,0,6502886,0,0,0,0,0
2021,Parks - Community,211,Parks & Recreation,Rancho Bernardo CP Improvements,L20000,,,Council District: 5; Community Plan: Rancho Bernardo,803261,1299999,"Phase I of this project will include parking lot accessibility improvements, including improvements leading to and in the dog off-leash area. Phase II of this project will provide for the design and construction of sports field lighting at the RB Community Park. Phase III of this project would provide for the design and construction of tennis courts at the Rancho Bernardo Community Park.",This project is needed to expand the hours of facility use and its capacity to serve the community's residential growth.,496737,0,0,0,0,0,0
2021,Parks - Neighborhood,212,Parks & Recreation,Rancho Mission Canyon Park Upgrades,S15004,,,Council District: 7; Community Plan: Navajo,2404695,2404695,This project provides for the design and construction of upgrades to the existing children's play area and associated paths of travel within the Rancho Mission Neighborhood Park to comply with the Americans with Disabilities Act (ADA) upgrades and improvements to comply with State and federal safety and accessibility guidelines.,This project will allow for an upgraded play area as well as accessible paths of travel to meet current State and federal safety and accessibility guidelines within the Rancho Mission Neighborhood Park play area upgrade.,0,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,213,Parks & Recreation,Regional Park Improvements,AGF00005,2023,2026,Council District: Citywide; Community Plan: Citywide,5444765,19444766,"This annual allocation provides funding for planning and implementation of permanent public capital improvements, including land acquisitions for San Diego regional parks.","San Diego's regional park system contains recreation resources unique to the City. Parks such as Balboa Park, Chicano Park, Chollas Lake, Mission Bay Park, Mission Trails Regional Park, Otay River Valley Park, Presidio Park, and San Diego River Park, as well as open space parks, coastal beaches, and contiguous coastal parks. These areas help define the City's identity, enrich the quality of life for residents, and serve as visitor attractions that strengthen the local economy. These regional treasures are threatened by increasing use and a backlog of needed improvements.",0,0,3500000,3500000,3500000,3500000,0
2021,Parks - Resource Based,214,Parks & Recreation,Resource-Based Open Space Parks,AGE00001,,,Council District: Citywide; Community Plan: Citywide,2466535,2466535,"This annual allocation provides for developing public facilities within the City's resource-based open space parks, including Black Mountain Open Space Natural Park, Los Penasquitos Canyon Preserve, Mission Trails Regional Park, Marian Bear Memorial Park, Tecolote Canyon Natural Park, Otay Valley Regional Park, and Rose Canyon. Other open space systems may be included as additional acquisitions are completed.","The City's open space acquisitions have resulted in increased interest by citizens, elected representatives, and government agencies in commencing development of open space public facilities, which are consistent with open space concepts such as trails, signs, historic site improvements, picnic facilities, and entry points.",0,0,0,0,0,0,0
2021,Parks - Neighborhood,215,Parks & Recreation,Riviera Del Sol Neighborhood Park,S00999,2022,2022,Council District: 8; Community Plan: Otay Mesa,8970837,9570838,"This project provides for land acquisition and development of a 4.9 useable acre neighborhood park at a site located in the Riviera del Sol Subdivision. Park amenities may include playgrounds, open turf area, picnic facilities, and other park furnishings.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa community.,0,600000,0,0,0,0,0
2021,Parks - Miscellaneous Parks,216,Parks & Recreation,Rolando Joint Use Facility Development,S15029,,,Council District: 4; Community Plan: Mid-City: Eastern Area,1219999,1220000,This project provides for the design and construction of a joint-use facility at Rolando Park Elementary School consisting of East and West fields.,This project will contribute to satisfying population-based park acreage requirements as a park equivalency as set forth in the City's General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2021,Parks - Neighborhood,217,Parks & Recreation,Sage Canyon NP Concession Bldg-Develop,S16035,,,Council District: 1; Community Plan: Carmel Valley,1310499,1310500,This project provides for the design and construction of a new concession building and the associated ADA improvements within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2021,Parks - Neighborhood,218,Parks & Recreation,Salk Neighborhood Park & Joint Use Devel,S14007,,,Council District: 6; Community Plan: Mira Mesa,7237277,7237278,"This project provides for recreation improvements on 4.1 useable park acres and 2.0 useable joint-use acres at the Salk Elementary School within the Mira Mesa Community. Improvements may include a comfort station, turfed multi-purpose fields, and other park amenities as determined through a community input process.","This project is mitigation for the development of Salk Elementary School pursuant to an approved Memorandum of Understanding between the City of San Diego and the San Diego Unified School District dated October 5, 2009, and will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.",0,0,0,0,0,0,0
2021,Drainage - Channels,219,Parks & Recreation,SD River Dredging Qualcomm Way to SR163,S00606,2022,2022,Council District: 7; Community Plan: Mission Valley,814000,1914000,This project provides for removal of a small island of sediment within the San Diego River near the Murray Creek outfall at the western end of Hazard Center Drive.,This project will protect adjacent property from potential flooding during rain events.,1000000,100000,0,0,0,0,0
2021,Parks - Community,220,Parks & Recreation,Skyline Hills Community Park ADA Improve,S15038,,,Council District: 4; Community Plan: Skyline - Paradise Hills,2591759,2591760,This project provides for the design and construction of accessibility upgrades to the children's play areas and associated path of travel at the Skyline Hills Community Park to comply with Americans with Disabilities Act (ADA) and accessibility guidelines. A picnic shelter will also be added to this location. The restroom in the recreation center will also be upgraded to comply with ADA requirements.,This project corresponds with Project P-10 (ADA Requirements) in the Skyline- Paradise Hills Public Facilities Financing Plan and ADA accessibility requirements. The project will expand the use of park facilities to include park patrons with disabilities.,0,0,0,0,0,0,0
2021,Parks - Neighborhood,221,Parks & Recreation,Solana Highlands NP-Comfort Station Development,S16032,,,Council District: 1; Community Plan: Carmel Valley,2190999,2191000,This project provides for the design and construction of a new comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2021,Parks - Mini Parks,222,Parks & Recreation,Southeastern Mini Park Improvements,L16000,,,Council District: 8; Community Plan: Southeastern San Diego,8198151,8810082,"This project provides for the design and replacement of playground equipment, paths of travel, picnic tables, and benches at four mini parks (Island Avenue, Clay Avenue, J Street, and Gamma Mini Park which was formerly S15032 Gamma Street Mini-Park ADA Improvements) to make each Americans with Disabilities Act (ADA) accessible.",The improvements are necessary to meet accessibility standards.,611930,0,0,0,0,0,0
2021,Parks - Open Space,223,Parks & Recreation,Sunset Cliffs Natural Pk Hillside Imp Preserv Phas,L16001,2022,2022,Council District: 2; Community Plan: Peninsula,4432725,4502726,"This project will complete improvements to the Sunset Cliffs Natural Park, Hillside Park which is considered as one of the unique coastal environments in San Diego County. Phase I includes the re-vegetation of an area of the Dixon Estate structures within the Sunset Cliffs Natural Park as well as the implementation of a trail and removal of exotic non-native plants as per the community master plan. Phase II includes the re-vegetation of the remainder of Sunset Cliffs Natural Park excluding the area where the existing Ladera Street and Lomaland Drive houses are located, the construction of a trail system, observation points, pedestrian bridge, interpretive signs, re-contouring of the old ball field, and additional removal of exotic non-native plants.","This project is needed to preserve and enhance the Sunset Cliffs Natural Park, one of the unique coastal environments in San Diego County. The project begins the implementation of the Sunset Cliffs Natural Park Master Plan which was approved in 2005.",0,70000,0,0,0,0,0
2021,Parks - Miscellaneous Parks,224,Parks & Recreation,Sunset Cliffs Park Drainage Improvements,L14005,2022,2022,Council District: 2; Community Plan: Peninsula,1722334,7760999,"This project provides for drainage improvements at Sunset Cliffs Natural Park, Hillside section, including the removal of existing houses located on parkland, restoration of natural areas to allow water percolation, and installation of site appropriate drainage devices. Phase I includes the removal of four existing homes located in the Sunset Cliffs Natural Park, the restoration and re-vegetation of these areas, ADA parking, and the inclusion of trails and lookouts per the community master plan. Phase II includes the evaluation of the drainage within the Sunset Cliffs Natural Park and the implementation of a complete drainage system.",This project will preserve and protect the coastal bluffs at Sunset Cliffs Natural Park from storm water runoff and soil erosion.,6008664,30000,0,0,0,0,0
2021,Parks - Miscellaneous Parks,225,Parks & Recreation,Taft Joint Use Facility Development,S15026,,,Council District: 7; Community Plan: Serra Mesa,3454599,3454600,This project provides for the design and construction of a joint-use facility at Taft Middle School.,"This project will contribute towards satisfying population-based park acreage requirements as a park equivalency, as set forth in the City's General Plan to serve residents in this park-deficient community.",0,0,0,0,0,0,0
2021,Trans - Roadway - Enhance/Scape/Medians,226,Parks & Recreation,Talmadge Traffic Calming Infrastructure,S17001,2022,2022,Council District: 9; Community Plan: Mid-City: Kensington # Talmadge,309999,330000,"This project provides for the design, installation, and/or modifications to street infrastructure for traffic calming purposes within the Talmadge Maintenance Assessment District (MAD) boundaries at the intersection of Contour Boulevard/Madison Avenue and 51st Street.",The Talmadge MAD Community Advisory group discussed and approved a request for streetscape improvements and traffic calming modifications.,0,20000,0,0,0,0,0
2021,Parks - Neighborhood,227,Parks & Recreation,Torrey Highlands NP Upgrades,S16036,,,Council District: 1; Community Plan: Carmel Valley,1057937,1057938,"This project provides for the design and construction of an approximately 0.5- acre additional parking area, landscaping, Americans with Disabilities Act (ADA) improvements to the existing comfort station, associated paths of travel to comply with federal and State accessibility requirements, and one new shade structure with four benches.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2021,Parks - Trails,228,Parks & Recreation,Torrey Highlands Trail System,RD21003,2022,2022,Council District: 5; Community Plan: Torrey Highlands,36041,179999,"The Torrey Highlands Trail system consists of approximately 50,300 lineal feet (9.5 miles) of bicycle, hiking, and equestrian trails to be located throughout the community in accordance with the Torrey Highlands Subarea Plan. There are 3,400 linear feet of unpaved trails to be completed. This project will consist of the construction of approximately 1,200 linear feet of 4 foot wide decomposed granite trails along Camino Del Sur and Carmel Mountain Road, and approximately 700 linear feet of 6 foot wide decomposed granite trail connecting Camino Del Sur to the Del Mar Mesa and Darkwood Canyon trail system.",This project implements the Torrey Highlands Subarea Plan.,0,143958,0,0,0,0,0
2021,Golf Courses,229,Parks & Recreation,Torrey Pines Golf Course,AEA00001,2022,2022,Council District: 1; Community Plan: Balboa Park; Mission Bay Park; University,899999,4410000,This annual allocation provides for the unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Torrey Pines.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of unanticipated failure of golf capital assets.,0,3510000,0,0,0,0,0
2021,Golf Courses,230,Parks & Recreation,TP South Golf Course Imp Renovation,S18002,,,Council District: 1; Community Plan: University,18099999,18100000,"The project provides for the upgrade to the irrigation system, turf renovation, redesign of tee boxes and bunkers, cart path addition, and addresses deferred golf course maintenance needs.","The project will enhance the playability of the course for resident golfers, while improving course conditions for private and professional tournaments. Improvements are needed in advance of the 2021 U.S. Open Tournament.",0,0,0,0,0,0,0
2021,Parks - Miscellaneous Parks,231,Parks & Recreation,Tubman Charter School JU Improvements,S13000,,,Council District: 9; Community Plan: College Area,1403999,1404000,"This project provides for design and construction of approximately 1.72 acres of joint-use facilities at Tubman Charter School to supplement existing park acreage in the College Area community. Improvements may include turf multi-purpose fields, multi- purpose hardcourts, walkways, landscaping, and accessibility upgrades.",This project will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2021,Parks - Neighborhood,232,Parks & Recreation,Villa Monserate Neighborhood Park Upgrades,S16048,,,Council District: 7; Community Plan: Tierrasanta,1723584,1723585,This project provides for the design and construction of an expansion to the existing park by upgrading the two children's play areas and associated path of travel to meet accessibility requirements and providing a picnic shelter to expand the park use.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
