cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030
2024,Parks - Community,216,Parks & Recreation,Egger,,,,Council District: 8; Community Plan: Otay Mesa - Nestor,6980144,6980144,This project provides for the design and construction of Americans with Disabilities Act (ADA) improvements for the children's play areas and paths of travel at Robert Egger/South Bay Community Park to comply with accessibility requirements.,The project is needed to provide Americans with Disabilities Act improvements to meet federal and State safety and accessibility regulations and will serve the needs of existing and future residents.,0,0,0,0,0,0,0
2024,Parks - Open Space,217,Parks & Recreation,El Cuervo Adobe Improvements,S14006,,,Council District: 1; Community Plan: Rancho Penasquitos,605999,606000,This project provides for the analysis of drainage and environmental conditions and provides interpretive signage of the El Cuervo Adobe wall ruins.,"The El Cuervo Adobe Ruins site has been designated as historic by the City Historic Site Board, California Historic Resources Inventory, and the National Register of Historic Places. Only two of the original structural adobe walls remained until a portion of one wall (the north wall) collapsed in December 2011. This project will protect the historic resource consistent with National Park Service Standards and San Diego Municipal Code Section 143.0205(f).",0,0,0,0,0,0,0
2024,Trans - Bicycle Facilities (All Class.),218,Parks & Recreation,Golf Course Drive Improvements,S15040,2025,2025,Council District: 3; Community Plan: Balboa Park; Greater Golden Hill,7283688,9659306,This project provides for the design and construction of a paved pedestrian pathway and bike facility along Golf Course Drive.,"This project will provide needed pedestrian/bike access along Golf Course Drive, connecting the existing Golden Hill Recreation Center to 28th Street.",0,2375618,0,0,0,0,0
2024,Parks - Neighborhood,219,Parks & Recreation,Grove Neighborhood Park,S22002,2025,2025,Council District: 8; Community Plan: Otay Mesa - Nestor,1274300,26878000,"This project provides for the design and construction of a 11.53-acre neighborhood park. Park amenities may include multi-sports field (lighted), multi-purpose courts, picnic area shelter, parking lots, comfort station, and security lighting. Preliminary Engineering was completed under P18010 and the project was converted to a standalone in Fiscal Year 2022. This project was renamed from ""Southwest Neighborhood Park"" in Fiscal Year 2024.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa Nestor community.,21097979,4505720,0,0,0,0,0
2024,Parks - Miscellaneous Parks,220,Parks & Recreation,Hickman Fields Athletic Area,S00751,,,Council District: 6; Community Plan: Kearny Mesa; Serra Mesa; Clairemont Mesa,12376319,12376319,"The scope of work for this facility includes two restrooms, one including a concession stand, automobile parking and park circulation roads, ingress and egress improvements along Hickman Field Drive, security lighting, paved pedestrian pathways, landscaping, irrigation and infrastructure and utility improvements for current and future needs on the 44-acre athletic area. The improvements will serve residents within the Kearny Mesa, Clairemont Mesa and Serra Mesa Communities and shall be in compliance with federal, state and local accessibility guidelines and regulations.","This project provides park and recreational facilities to serve the needs of existing and future residents within the Kearny Mesa, Clairemont Mesa, and Serra Mesa Communities in accordance with the City's General Plan guidelines.",0,0,0,0,0,0,0
2024,Parks - Neighborhood,221,Parks & Recreation,Hidden Trails Neighborhood Park,S00995,2025,2025,Council District: 8; Community Plan: Otay Mesa,10463195,11313196,"This project provides for the acquisition, design, and construction of an approximately 4.0 useable acre neighborhood park serving the Ocean View Hills Community. Amenities include an open turfed area, children's play area, picnic areas, and other park amenities.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Hidden Trails Subdivision.,0,850000,0,0,0,0,0
2024,Parks - Community,222,Parks & Recreation,Howard Lane Improvements,L24003,2025,2025,Council District: 8; Community Plan: San Ysidro,1000000,6000000,"This project provides for improvements to Howard Lane Neighborhood Park, including the replacement of the children’s playground. As part of replacement project, scope may include shade structure, re-establishing/creating ADA compliant pathway circling the park, adding fitness equipment to the park, re-surfacing/upgrading the basketball courts to include court lines to allow for multiple uses such as futsal, volleyball, pickleball, or other hard-court activities, and installation of security lighting along the pathways and other areas of the park as needed. This project also includes the addition of a high intensity activated crosswalk (HAWK) beacon for pedestrians near the park improvements. The total project cost includes all identified phases of the project.",,0,5000000,0,0,0,0,0
2024,Parks - Neighborhood,223,Parks & Recreation,Jerabek Park Improvements,S20007,,,Council District: 5; Community Plan: Scripps Miramar Ranch,7676399,7676400,"This project provides for the design and construction of improvements, including walkway accessibility improvements, comfort station upgrades, concession stand upgrades, parking lot upgrades, picnic shade structure, drinking fountains, landscape and irrigation, sewer and water services, and outdoor fitness areas.",This project will contribute to satisfying population-based park acreage requirements set forth in the General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2024,Parks - Neighborhood,224,Parks & Recreation,John Baca Park,S22004,2025,2025,Council District: 7; Community Plan: Linda Vista,2292633,4996000,"This project provides for the design and construction of improvements of an existing park. The improvements for this project include the addition of a children's playground, ADA upgrades, new walkways, landscape and irrigation, upgraded security lights, shade structure, picnic tables, fitness equipment, a nature exploration area, a passive open lawn area, benches, drinking fountains, barbeques, and fencing. Preliminary engineering was performed under P19003 and the project was converted to a standalone project in Fiscal Year 2022.",This project is needed to upgrade existing site conditions and play area facilities to meet current federal and state safety and accessibility regulations.,2653366,50000,0,0,0,0,0
2024,Parks - Miscellaneous Parks,225,Parks & Recreation,Junipero Serra Museum ADA Improvements,S15034,2025,2025,Council District: 2; Community Plan: Old Town San Diego,1849776,2834568,"This project provides for the design and construction of improvements to provide Americans with Disabilities Act (ADA) access to the Junipero Serra Museum within Presidio Park. The project may include a new parking lot, security lighting, walkways and/or accessible ramps, site furnishings, and landscape enhancements.",The ADA improvements will make the historic Junipero Serra Museum more accessible to park users with disabilities.,0,984792,0,0,0,0,0
2024,Parks - Community,226,Parks & Recreation,Marston House Restoration & Repair Work,RD23005,,,Council District: 3; Community Plan: Balboa Park,1000000,1500000,This project provides for the design and construction of improvements to the historic Marston House.,Restoration work is needed to maintain the historic structure.,500000,0,0,0,0,0,0
2024,Golf Courses,227,Parks & Recreation,MB GC Clbhouse Demo,S01090,,,Council District: 1; Community Plan: Mission Bay Park,8935083,8935084,"This project provides for the demolition of the existing, antiquated practice center and clubhouse buildings, and installation of modular buildings and portables at the Mission Bay Golf Course until such time as the new clubhouse is constructed. One modular building will house the golf operations and retail shop and the other will be a bar and grill element. This project will also include ancillary site improvements including patio area, lighting, shade element, island renovation including replacing two pedestrian bridges, perimeter lighting, and landscaping.","These improvements are necessary to comply with current codes, address maintenance needs, and increase the viability of identifying potential future lessees.",0,0,0,0,0,0,0
2024,Golf Courses,228,Parks & Recreation,MBGC Irrigation & Electrical Upgrades,S11010,,,Council District: 1; Community Plan: Mission Bay Park,6099999,6100000,"This project provides for the design and construction of various improvements within Mission Bay Golf Course. Work will include demolition, minor grading, drinking fountains, fencing, turf repair, new irrigation systems, and electrical upgrades.","This project is needed to provide the long-awaited improvements to the 18- hole golf course. For example, the new computerized irrigation system will replace a system that is outdated, inefficient, and does not meet current or future water restriction requirements. These improvements will help bring the golf course within industry standards for municipal golf courses.",0,0,0,0,0,0,0
2024,Parks - Neighborhood,229,Parks & Recreation,Solterra Vista Neighborhood Park,RD22000,2025,2025,Council District: 6; Community Plan: Pacific Highlands Ranch,8992182,9966640,"This project provides for the design, and construction of a five usable acre neighborhood park site in the Pacific Highlands Ranch Community Plan area. The park may include turfed multi-purpose sports fields, a children's play area, multi-purpose courts, picnic facilities, walkways, security lighting, landscaping, a comfort station, and half-width street improvements for the local roadways adjacent to the park and utilities to serve the park.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within Pacific Highlands Ranch Community.,0,974457,0,0,0,0,0
2024,Bldg - Parks - Recreation/Pool Centers,230,Parks & Recreation,Mira Mesa Community Pk Improvements,L16002,,,Council District: 6; Community Plan: Mira Mesa,55524057,55524058,"This project provides for Phase II improvements at Mira Mesa Community Park. Phase II will include an entry plaza, pool and aquatic center, new basketball courts, playground, public art, and renovation of the existing recreation center. The total project cost includes all identified phases of the project.",This project will contribute to satisfying the population-based park acreage needs identified in the City's General Plan.,0,0,0,0,0,0,0
2024,Golf Courses,231,Parks & Recreation,Mission Bay Golf Course,AEA00003,,,Council District: 2; Community Plan: Balboa Park; Mission Beach; University,50000,50000,This annual allocation provides for the replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Mission Bay.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of golf capital assets in order to prevent unanticipated failures.,0,0,0,0,0,0,0
2024,Parks - Miscellaneous Parks,232,Parks & Recreation,Mission Bay Improvements,AGF00004,2025,2029,Council District: 2; Community Plan: Citywide,92800199,252513940,"This annual allocation provides for permanent public capital improvements and deferred maintenance of existing facilities within the Mission Bay Park Improvement Zone in accordance with City Charter, Article V, Section 55.2. The priority projects identified in Section 55.2 include the restoration of navigable waters within Mission Bay Park, wetland expansion and water quality improvements, restoration of shoreline treatments, expansion of endangered or threatened species preserves, completion of bicycle and pedestrian paths, restoration of the seawall bulkhead on Oceanfront Walk, and deferred maintenance on existing facilities.",,75843984,13708605,15420925,16789378,18223721,19727127,0
2024,Parks - Open Space,233,Parks & Recreation,Mohnike Adobe and Barn Restoration,S13008,2025,2025,Council District: 6; Community Plan: Los Penasquitos Canyon Preserve,1674761,3692000,"This project provides for the rehabilitation/restoration of the historic adobe and hay barn located within the 14-acre Rancho Penasquitos Equestrian Center on the eastern end of the Los Penasquitos Canyon Preserve. Completion of a site assessment of the current condition of the 2,512 square-foot adobe structure, the hay barn and surrounding grounds shall include the following items: exterior walls, north and west porches, roof, interior walls, ceilings and wood floors, drainage swale on southwest, and accessibility needs to determine Phase II of rehabilitation program. Additionally, a treatment plan and historic structure report are required prior to preparation of Phase II design and construction plans for the rehabilitation due to storm damage which the barn sustained in 2010. Emergency work to shore up the barn, until a rehabilitation/restoration plan can be prepared and implemented, was completed in 2011.","Phase I of a rehabilitation program was completed in 2005, consistent with the historic structures report prepared for the Mohnike Adobe and Hay Barn, by Ferris, Johnson and Perkins Architects, Inc. in 1999. Architectural design and construction plans are required to proceed with Phase II of the project.",1510284,506954,0,0,0,0,0
2024,Parks - Community,234,Parks & Recreation,Mountain View Racquet Club,RD23006,,,Council District: 4; Community Plan: Southeastern San Diego,500000,500000,This project provides for the design and construction of improvements to the Mountain View Racquet Club.,Improvements are needed to meet increased demand.,0,0,0,0,0,0,0
2024,Parks - Resource Based,235,Parks & Recreation,MTRP Trail System Management,S23010,,,Council District: 6 7; Community Plan: Rancho Encantada; East Elliott; Tierrasanta; Navajo,200000,200000,The project provides for the design and construction of additional trails at Mission Trails Regional Park.,"The City's open space acquisitions have resulted in increased interest by citizens, elected representatives, and government agencies in commencing development of open space public facilities, which are consistent with open space concepts such as trails, signs, historic site improvements, picnic facilities, and entry points.",0,0,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,236,Parks & Recreation,Natural History Museum Improvements,RD23007,,,Council District: 3; Community Plan: Balboa Park,3300000,3300000,"This project provides for the design and construction of the following improvements to the Natural History Museum in Balboa Park, roof replacement, elevators, collections storage replacement, coil system, and building security improvements.",This project is needed to meet increased demand.,0,0,0,0,0,0,0
2024,Parks - Community,237,Parks & Recreation,North Chollas CP Improvements,L22004,2028,2029,Council District: 4; Community Plan: Mid-City: Eastern Area,2227999,22600000,"This project provides for the design and construction of improvements at North Chollas Community Park for Phase I & II. Phase I will include improvements of the fencing and lighting for the sports fields, a batting cage/tunnel, cargo storage, a tot lot, a new maintenance/service road, a paved pedestrian plaza, a new pedestrian pathway, a new temporary dog park, new temporary ADA access to the dog park, and electric vehicle charging stations. Phase II will include creek enhancements, extension of road and parking, pedestrian bridges, basketball courts, parking lot and lawn/picnic area, a new north entrance with parking and overlook deck, and retaining walls. The total project cost includes all identified phases of the project.",The improvements are necessary to meet the needs of the community.,16971077,0,0,0,1029290,2371633,0
2024,Parks - Mini Parks,238,Parks & Recreation,North Park Mini Park,S10050,2025,2025,Council District: 3; Community Plan: Greater North Park,6015504,6172897,"This project provides for the design and construction of an approximately 0.50 useable acre urban mini-park to be located behind the recently renovated North Park Theatre. The project includes plaza areas, specialty/enhanced paving areas for performances and events, an amphitheater or audience seating area, a gazebo/shade structure, walkways, seat walls, security/decorative lighting, and landscape and irrigation.","The community is currently deficient in population-based park requirements set forth in the City's General Plan. This project will add population-based park acreage to the community, contributing toward the City's population-based park requirements.",0,157393,0,0,0,0,0
2024,Bldg - Parks - Recreation/Pool Centers,239,Parks & Recreation,NTC Aquatic Center,L23002,,,Council District: 2; Community Plan: Peninsula,1955281,1955281,"This project will provide for the planning, design and construction of a new aquatic facility in the Naval Training Center Park. The proposed facility may include but not be limited to two competitive and recreation pools, a leisure pool with water playground features, spectator seating deck, locker room facility and associated site improvements. Phase I provides for a feasibility study. This project was converted from S10000 NTC Aquatic Center to be consistent with the planned phased delivery of the project and lack of identified funding. The total project cost includes all identified phases of the project.",This project will contribute to satisfying the recreation facility requirement set forth in the City's General Plan.,0,0,0,0,0,0,0
2024,Parks - Community,240,Parks & Recreation,Ocean Air Comfort Station and Park Improvements,S16031,,,Council District: 1; Community Plan: Carmel Valley,3181792,3181793,"This project provides for the design and construction of a comfort station/concession/storage building of approximately 2,700 square feet, two new group picnic areas (six picnic tables each), and two new shade structures.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2024,Parks - Shorelines,241,Parks & Recreation,Ocean Beach Pier Improvements,S20011,,,Council District: 2; Community Plan: Ocean Beach,1232905,1232906,"This project includes studies of the existing condition of the pier and analyzes alternatives for the repair, rehabilitation, or replacement of the pier. Additionally, this project provides for the emergency construction to repair two piles of the Ocean Beach Pier to address the immediate damage and to open the full length of the pier.",The project is needed to address the immediate structural damage with the pier that may be safety issues to the public.,0,0,0,0,0,0,0
2024,Parks - Shorelines,242,Parks & Recreation,Ocean Beach Pier Replacement,L22001,,,Council District: 2; Community Plan: Ocean Beach,9249999,189663000,"Phase I of this project provides for the pre-design services to achieve complete bridging documents for the replacement of the Ocean Beach Pier using a design build contract. Phase I will also include the construction of a new pier, as well as the demolition of the existing pier. Phase II was initiated in Fiscal Year 2023 to address damage caused by winter storm events. Phase III was initiated in Fiscal Year 2024 to evaluate the extent of damages caused by significant wave event in December 2023. The total project cost includes all identified phases of the project.","The Pier has exceeded its useful life after 56 years of exposure to the harsh marine environment, wind, waves, and salt-laden air. The Pier needs to be replaced based on the required operational improvements and projected sea level rise in the future.",180413000,0,0,0,0,0,0
2024,Parks - Miscellaneous Parks,243,Parks & Recreation,Olive Grove Community Park ADA Improve,S15028,2025,2025,Council District: 2; Community Plan: Clairemont Mesa,6322186,6722186,"This project provides for the design and construction of Americans with Disabilities Act (ADA) improvements to the existing comfort station, children's play areas, repaving of basketball courts and parking lot, new trash enclosure, and associated paths of travel to comply with federal and State accessibility requirements.","This project is needed to upgrade the existing comfort station, new children's play areas, and associated paths of travel to comply with federal and state accessibility requirements.",0,400000,0,0,0,0,0
2024,Parks - Mini Parks,244,Parks & Recreation,Olive St Park Acquisition and Development,S10051,2025,2025,Council District: 3; Community Plan: Uptown,5704481,5956067,"This project provides for the acquisition, design, and construction of approximately 0.36 acres of unimproved property contiguous with the south end of the existing Olive Street Park. The project will expand useable park acreage in the Uptown Community. Amenities will include multi-purpose turf areas, adult exercise area, children's play area, AIDS Memorial, overlook deck, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guidelines.,0,251585,0,0,0,0,0
2024,Parks - Community,245,Parks & Recreation,Paradise Hills Community Park Trail,S24013,,,Council District: 4; Community Plan: Skyline - Paradise Hills,750000,750000,"The project proposes a trail at Paradise Hills Community Park to connect to Inyo Street and a future joint use field at Perry Elementary School. The proposed trail spans approximately 0.5 miles and is consistent with the approved GDP for Paradise Hills Community Park. Project scope includes marking the trail route, brush clearing, grading and cutting the trail, construction of footbridge over existing v-ditch, installation of trailhead sign, and revegetation to reduce erosion with 25 months of maintenance and monitoring.",,0,0,0,0,0,0,0
2024,Bldg - Parks - Recreation/Pool Centers,246,Parks & Recreation,Park de la Cruz Community Ctr & Gym Bldg,S16059,,,Council District: 9; Community Plan: Mid-City: City Heights,10353668,10353669,"This project provides for the design and construction of tenant improvements and accessibility to of the former Copley YMCA, which will now be known as the Park de la Cruz Community Center and Gym Building. The community center will house the Therapeutic Recreation Services Program. Existing staff from Community Parks II Division and Therapeutic Recreation Services will operate and maintain the new Park de la Cruz Community Center and Gymnasium.",This project will provide an additional recreational use to serve residents in this park-deficient community and will create a new one-stop facility for the Therapeutic Recreation Services Program,0,0,0,0,0,0,0
2024,Parks - Miscellaneous Parks,247,Parks & Recreation,Park Improvements,AGF00007,2025,2025,Council District: Citywide; Community Plan: Citywide,59341044,128646462,"This annual allocation provides for the handling of all improvements to community parks, mini parks, neighborhood parks, and miscellaneous parks. Improvements include playground upgrades, accessibility improvements, lighting upgrades, and other improvements to existing parks.",This annual allocation provides improvements to existing parks that are required to meet regulations and community needs.,66203735,3101683,0,0,0,0,0
2024,Parks - Community,248,Parks & Recreation,Rancho Bernardo CP Improvements,L20000,2025,2025,Council District: 5; Community Plan: Rancho Bernardo,3761310,7655861,"Phase I of this project will provide for the design and construction of additional sports fields lighting at the existing fields at the park. Phase II will provide for the design and construction of parking lot accessibility improvements, including improvements leading to and in the dog off-leash area at the Rancho Bernardo Community Park. The total project cost includes all identified phases of the project.",This project is needed to expand the hours of facility use and its capacity to serve the community's residential growth.,2117978,1776572,0,0,0,0,0
2024,Parks - Neighborhood,249,Parks & Recreation,Rancho Mission Canyon Park Upgrades,S15004,,,Council District: 7; Community Plan: Navajo,2404694,2404695,This project provides for the design and construction of upgrades to the existing children's play area and associated paths of travel within the Rancho Mission Neighborhood Park to comply with the Americans with Disabilities Act (ADA) upgrades and improvements to comply with State and federal safety and accessibility guidelines.,This project will allow for an upgraded play area as well as accessible paths of travel to meet current State and federal safety and accessibility guidelines within the Rancho Mission Neighborhood Park play area upgrade.,0,0,0,0,0,0,0
2024,Parks - Miscellaneous Parks,250,Parks & Recreation,Regional Park Improvements,AGF00005,2027,2029,Council District: Citywide; Community Plan: Citywide,11400991,128132731,"This annual allocation provides funding for planning and implementation of permanent public capital improvements, including land acquisitions for San Diego regional parks.","San Diego's regional park system contains recreation resources unique to the City. Parks such as Balboa Park, Chicano Park, Chollas Creek, Chollas Lake, Mission Bay Park, Mission Trails Regional Park, Otay River Valley Park, Presidio Park, and San Diego River Park, as well as open space parks, coastal beaches, and contiguous coastal parks. These areas help define the City's identity, enrich the quality of life for residents, and serve as visitor attractions that strengthen the local economy. These regional treasures are threatened by increasing use and a backlog of needed improvements.",112731740,0,0,2000000,1000000,1000000,0
2024,Parks - Resource Based,251,Parks & Recreation,Resource-Based Open Space Parks,AGE00001,2025,2025,Council District: Citywide; Community Plan: Citywide,4431025,5034883,"This annual allocation provides for developing public facilities within the City's resource-based open space parks, including Black Mountain Open Space Natural Park, Los Penasquitos Canyon Preserve, Mission Trails Regional Park, Marian Bear Memorial Park, Tecolote Canyon Natural Park, Otay Valley Regional Park, and Rose Canyon. Other open space systems may be included, as additional acquisitions are completed.","The City's open space acquisitions have resulted in increased interest by citizens, elected representatives, and government agencies in commencing development of open space public facilities, which are consistent with open space concepts such as trails, signs, historic site improvements, picnic facilities, and entry points.",0,603857,0,0,0,0,0
2024,Parks - Neighborhood,252,Parks & Recreation,Riviera Del Sol Neighborhood Park,S00999,,,Council District: 8; Community Plan: Otay Mesa,9570837,9570838,"This project provides for land acquisition and development of a 4.9 useable acre neighborhood park at a site located in the Riviera del Sol Subdivision. Improvements include open lawn areas, basketball court, picnic areas, playgrounds, fitness stations, security lighting, picnic shelters, restroom building, site furnishings, and other park amenities.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa community.,0,0,0,0,0,0,0
2024,Parks - Neighborhood,253,Parks & Recreation,Sage Canyon NP Improvements,S16035,2025,2025,Council District: 1; Community Plan: Carmel Valley,5410499,6097357,"This project provides for the design and construction of a new concession building, playground, and the associated ADA improvements within the neighborhood park.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,686857,0,0,0,0,0
2024,Parks - Neighborhood,254,Parks & Recreation,Salk Neighborhood Park & Joint Use Devel,S14007,,,Council District: 6; Community Plan: Mira Mesa,11287278,11287278,"This Joint Use Project provides for recreation improvements on 4.1 useable park acres of City property and 2.0 useable acres at the Salk Elementary School within the Mira Mesa Community. Joint Use Improvements will include a comfort station, turfed multi- purpose fields, auto parking areas, pedestrian walkways, passive viewing areas, exercise track and hard court amenities. The project also includes improvements on the adjacent Maddox park, including upgrades to the existing dog off lease areas and tot lot/playground area.","This project is mitigation for the development of Salk Elementary School pursuant to an approved Memorandum of Understanding between the City of San Diego and the San Diego Unified School District dated October 5, 2009, and will contribute to satisfying population-based park acreage requirements, set forth in the General Plan, to serve residents in this park-deficient community.",0,0,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,255,Parks & Recreation,SD Humane Society Roof and HVAC Repl,S24014,,,Council District: 7; Community Plan: Linda Vista,500000,1700000,"This project provides for the demolition and deconstruction work as well as the repair and construction of improvements to the roof and HVAC system located at 5480 Gaines Street, San Diego, CA 92110.",Repair and construction of improvements to the roof and HVAC system need to be completed. A full roof replacement on the facility will be needed.,1200000,0,0,0,0,0,0
2024,Parks - Neighborhood,256,Parks & Recreation,Solana Highlands NP-Comfort Station Development,S16032,,,Council District: 1; Community Plan: Carmel Valley,4030999,4031000,This project provides for the design and construction of a new 350 square foot comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2024,Parks - Mini Parks,257,Parks & Recreation,Southeastern Mini Park Improvements,L16000,,,Council District: 8; Community Plan: Southeastern San Diego,8198151,8198152,"This project provides for the design and replacement of playground equipment, paths of travel, picnic tables, and benches at four mini parks (Island Avenue, Clay Avenue, J Street, and Gamma Mini Park which was formerly S15032 Gamma Street Mini-Park ADA Improvements) to make each Americans with Disabilities Act (ADA) accessible. The total project cost includes all identified phases of the project.",The improvements are necessary to meet accessibility standards.,0,0,0,0,0,0,0
2024,Parks - Community,258,Parks & Recreation,Starlight Bowl Improvements,S23009,,,Council District: 3; Community Plan: Balboa Park,600000,600000,"This project provides for, but is not limited to, pavement demolition, plumbing, electrical, tile work, wall repair, toilet installation and partitions, door relocation, sewer line installation, concrete work, installation of handrails, and refined grading to comply with ADA and other related improvements.",The project is needed to bring the building into compliance with current building standards.,0,0,0,0,0,0,0
2024,Parks - Open Space,259,Parks & Recreation,Sunset Cliffs Natural Pk Hillside Imp Preserv Phas,L16001,,,Council District: 2; Community Plan: Peninsula,4404872,4404873,"This project will complete improvements to the Sunset Cliffs Natural Park, Hillside Park which is considered as one of the unique coastal environments in San Diego County. Phase I includes the re-vegetation of an area of the Dixon Estate structures within the Sunset Cliffs Natural Park as well as the implementation of a trail and removal of exotic non-native plants as per the community master plan. Phase II includes the re-vegetation of the remainder of Sunset Cliffs Natural Park excluding the area where the existing Ladera Street and Lomaland Drive houses are located, the construction of a trail system, observation points, pedestrian bridge, interpretive signs, re-contouring of the old ball field, and additional removal of exotic non-native plants. The total project cost includes all identified phases of the project.","This project is needed to preserve and enhance the Sunset Cliffs Natural Park, one of the unique coastal environments in San Diego County. The project begins the implementation of the Sunset Cliffs Natural Park Master Plan which was approved in 2005.",0,0,0,0,0,0,0
2024,Parks - Miscellaneous Parks,260,Parks & Recreation,Sunset Cliffs Park Drainage Improvements,L14005,2026,2026,Council District: 2; Community Plan: Peninsula,4271957,7740999,"This project provides for drainage improvements at Sunset Cliffs Natural Park, Hillside section, including the removal of existing houses located on parkland, restoration of natural areas to allow water percolation, and installation of site appropriate drainage devices. Phase I includes the removal of four existing homes located in the Sunset Cliffs Natural Park, the restoration and re-vegetation of these areas, ADA parking, and the inclusion of trails and lookouts per the community master plan. Phase II includes the evaluation of the drainage within the Sunset Cliffs Natural Park and the implementation of a complete drainage system. The total project cost includes all identified phases of the project.",This project will preserve and protect the coastal bluffs at Sunset Cliffs Natural Park from storm water runoff and soil erosion.,0,0,3469042,0,0,0,0
2024,Trans - Roadway - Enhance/Scape/Medians,261,Parks & Recreation,Talmadge Traffic Calming Infrastructure,S17001,,,Council District: 9; Community Plan: Mid-City: Kensington - Talmadge,342999,343000,"This project provides for the design, installation, and/or modifications to street infrastructure for traffic calming purposes within the Talmadge Maintenance Assessment District (MAD) boundaries at the intersection of Contour Boulevard/Madison Avenue and 51st Street.",The Talmadge MAD Community Advisory group discussed and approved a request for streetscape improvements and traffic calming modifications.,0,0,0,0,0,0,0
2024,Parks - Neighborhood,262,Parks & Recreation,Torrey Highlands NP Upgrades,S16036,2025,2025,Council District: 1; Community Plan: Carmel Valley,2198400,2448401,"This project provides for the design and construction of an approximately 0.5- acre additional parking area, landscaping, Americans with Disabilities Act (ADA) improvements to the existing comfort station, associated paths of travel to comply with federal and State accessibility requirements, and one new shade structure with four benches.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,250000,0,0,0,0,0
2024,Parks - Trails,263,Parks & Recreation,Torrey Highlands Trail System,RD21003,,,Council District: 5; Community Plan: Torrey Highlands,133621,133621,"The Torrey Highlands Trail system consists of approximately 50,300 lineal feet (9.5 miles) of bicycle, hiking, and equestrian trails to be located throughout the community in accordance with the Torrey Highlands Subarea Plan. There are 3,400 linear feet of unpaved trails to be completed. This project will consist of the construction of approximately 1,200 linear feet of 4-foot wide decomposed granite trails along Camino Del Sur and Carmel Mountain Road, and approximately 700 linear feet of 6-foot wide decomposed granite trail connecting Camino Del Sur to the Del Mar Mesa and Darkwood Canyon trail system. This project is partially funded by credits to the developer against the FBA and partially in cash.",This project implements the Torrey Highlands Subarea Plan.,0,0,0,0,0,0,0
2024,Golf Courses,264,Parks & Recreation,Torrey Pines GC Clubhouse & Maintenance,S23005,2027,2030,Council District: 1; Community Plan: Torrey Pines,4999999,59910000,"The project provides design needs for a new clubhouse and maintenance facility at Torrey Pines Golf Course. The project would include the following: Demolition of the current clubhouse and maintenance buildings, temporary facilities to accommodate golf course operations during the construction phase, relocation of two putting greens, construction of new clubhouse and maintenance facility, and parking lot improvements and fulfill the ordinance requirements for sustainability.","The current clubhouse experienced structural damage that required emergency action and it is necessary to replace the building before it becomes a liability to the City. The maintenance facility is not of adequate size to house all the equipment necessary to maintain the property. Torrey Pines Golf Course hosts major national championships. The enhancement of the property would not only improve the chances to host future U.S. Opens but would be a benefit to the annual PGA Tour event hosted at Torrey Pines Golf Course, the Farmers Insurance Open.",0,0,0,15000000,0,32910000,7000000
2024,Golf Courses,265,Parks & Recreation,Torrey Pines Golf Course,AEA00001,,,Council District: 1; Community Plan: Balboa Park; Mission Beach; University,4409999,4410000,This annual allocation provides for the unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Torrey Pines.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of unanticipated failure of golf capital assets.,0,0,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,266,Parks & Recreation,Villa Montezuma Museum,RD23008,,,Council District: 8; Community Plan: Southeastern San Diego,5000000,5000000,This project will provide for the design and construction to the restore the Villa Montezuma Museum.,This project is needed to maintain this historic building.,0,0,0,0,0,0,0
